id1,id2,id3,text,f1,f2,f3,f4,f5,f6,f7,f8
5928454078859221458,16497346743548758622,4904562693381133981,"Заряжает, спасибо!",5,5,4.8,135,8,3.859259259259259,159,219
283707312858959120,13175786626800344327,16089087977100319143,"Толстый флис ,фирма ТВОЁ. Широкие, большимерят.",530,23,4.349056603773585,1,0,5.0,873,2123
17154219964013989353,15469071557041068977,16940831933287161398,"10 из 5. За такие деньги просто находка! То, что искала.",121,103,4.107438016528926,30,7,4.4,159,402
736283964841703703,8729624152220370523,17418064849829328083,"Беру не первый раз. Всё отлично, качество супер. Приятная к телу и стильно выглядит!",7,7,5.0,19,1,4.789473684210527,86,161
7272083134082147495,9936833706172269132,6643569436243601591,Качественные) ребёнок доволен! Спасибо ☺️,8,8,4.75,39,10,4.615384615384615,52,92
1047424005283759791,8249460492525056506,16900090152436597206,"Долны были прейти 3 штуки, а пришла одна. Возврат.",6,4,4.0,5,1,1.6,52,65
5002269436549863957,6787750779881154682,2452047199270097551,"Подошли по размеру и по всем моим желаниям. Внутри мех. Подошва с окантовкой,надеюсь не будет протекать. Спасибо!",40,2,5.0,15,13,4.733333333333333,13,43
2262798430309613321,2466836699181715244,16701755061275940042,"Если сомневаетесь -брать или не брать ,БЕРИТЕ!! Супер вещь 😍👌🏻 пришло все целое, коробка не помята.",21,21,5.0,62,0,4.725806451612903,45,51
5944623640469987577,14683569931874940364,9046555883652473632,"Хороший бальзам, красивая упаковка (графин), дарить не стыдно))  Пришёл в пупырке, всё целое.  По вкусу приятный, не приторный. Рекомендую",48,44,4.520833333333333,65,7,4.953846153846154,51,102
10285426731593554346,3432124016788339238,4535858095406891035,"Ящики немного кривые, но в целом сойдёт",21,21,4.047619047619048,6571,2310,4.453203469791508,51,60
15540578947854643166,556272541837646761,14484200784271263541,"Хорошие контейнера ,упакованы замечательно",55,53,4.890909090909091,1346,179,4.798662704309064,165,188
4810278027926074550,12115233448664262693,5646336594759990081,"Юбка пришла слишком большая, а так тикстура хорошая💞🐰🐰",8,8,4.875,40,8,4.2,13,21
3321188844076721534,17974337686675495987,13691614630361060085,"Футболка хорошая, но пришлось возвращать, так как была мокрая, в каких то пятнах, по запаху пролили шампунь",1,1,3.0,113,24,4.433628318584071,5,18
4844642827718087065,5363380417651849473,518790586132298999,"Орех чистый, весь целый, прелого нет. Можно брать",14,14,4.928571428571429,270,61,4.618518518518519,35,52
10226643366720799096,7061249291858190434,17048810881442980019,Металл жидкий. Надолго его не хватит. А в целом работает.,5,5,4.0,59,22,3.2033898305084745,19,46
8856804445964846293,2386232430450575515,2057390439382444574,Купила и себе и в подарок. Удобно убираться стало,17,17,4.764705882352941,27,18,4.444444444444445,24,47
6020852875112544120,11803095890254003285,9831565768016930896,"Отличный мягкий карандаш, понравилось выглядит очень натурально на моих губах",16,16,4.0625,1154,276,4.566724436741768,85,132
7560283743317761815,11223202520856553021,10190200808666024905,Подошли хорошо смотрится все ок,2,2,5.0,16,3,4.5,2,2
8653032900832830240,3464581891192630974,18003133089489520237,"Взяла в первые, буду пробовать",33,31,4.96969696969697,56,9,4.892857142857143,89,107
1322105598224749483,15155521453090893445,8223254633971568382,Заказала на HONOR Х8 пришёл на Redmi note 10!!!,2,2,2.5,41,8,4.780487804878049,10,10
6296563067999935017,11849129415606245777,4729502085659009298,Всё в норме. Вкусно.,8,8,4.625,3,0,4.0,18,51
2014690889889279129,11943554659195555795,8103632393244948483,Товар пришел в таком состоянии. Без наволочки.,1,1,1.0,5,1,4.0,1,5
1100451024818837958,1479457157363604007,7008332094363061413,"Еле слышный приятный запах, материал плотный, всегда их беру",20,20,5.0,509,49,4.807465618860511,49,76
9927515246960419915,18441960107024938048,13859002297641788320,"Валенки прикольные, интересные. Но пришлось вернуть, т.к. на мой 40-ой размер 41-ый оказался мал, тесновато было ноге.",8,8,4.5,196,46,4.801020408163265,36,134
1191503921091205839,5919661999165481011,8753387786855147102,"Чайник очень красивый, купили и сразу же испробовали. При закипании воды термометр показал 100 градусов, чайник отключился.  Замечаний пока нет. Рекомендую!",3,3,5.0,290,162,4.165517241379311,27,62
7907340642393919261,16407835572391534976,2508051668657560584,"Тени замечательные, брала их использовать как хайлайтер. Не скатываются) однозначно буду брать и другие оттенки)",4,4,4.75,1338,247,4.7458893871449925,48,53
17266118640942484632,11022744964248994137,2045331409233714072,"Спасибо, все хорошо.",79,73,4.886075949367089,272,40,4.6875,85,165
3327237465899542726,5800331877449623543,147319039488091070,Чайник большой как раз для семьи.,19,19,4.578947368421052,16076,4338,4.23096541428216,47,51
16806024552421697125,2249593645128400580,12155125135782450682,"Очень удобные, круто сидят",3,3,5.0,24,11,4.541666666666667,9,9
3983103711270098170,5114763551237819735,17103274175787935948,Нам нравится! Отличные,24,23,4.916666666666667,83,3,4.036144578313253,43,55
9683439848610582457,11415865877245710005,9216117431501580578,Книга пришла в хорошем качестве.,4,3,4.75,111,71,4.8108108108108105,12,16
8217126721464887341,8663148818565012187,12090430373311552618,"Лучшие очки за эту цену, смотрятся просто шикарно! Советую",2,2,4.5,446,171,4.809417040358745,14,35
15628213040665003641,99991276594290410,8160404367092487937,"Всегда ношу 10ку этой модели, не раз покупал, но конкретная пара впритык. Есть видимые огрехи надписей на подошве и неаккуратные стыки подошвы и верха, несмотря на фирменную коробку скорее всего кроссовки не оригинальные.",3,2,2.0,28,12,3.928571428571429,0,6
7952506522179201660,13321123851521148927,15727324367791147940,"Маски понравились, заказываю 2 раз👍",3,3,5.0,223,29,4.959641255605381,21,25
9014142196564981686,14648472277033029722,6836784353719029392,Пришло не то защинотое стекло,2,2,3.0,90,33,3.655555555555555,7,15
18318857864342347085,2400705935722523410,9216117431501580578,"Пришла вовремя, все хорошо",21,19,4.238095238095238,49,21,4.673469387755102,7,8
15084351450492013881,13914292986616163317,16351792195234876872,"Отличные наушники, от оригинала вообще не отличить, шик 💓",9,9,5.0,4280,2267,4.769158878504673,20,22
10783087935042017342,16558440713236884530,5466934251869292037,"Всё нормально, только тальк смущает, потому что во флаконе его только треть (такое ощущение, что им уже пользовались).",14,14,3.857142857142857,268,115,4.548507462686567,42,83
2699450876607845238,12065110592552592769,8223254633971568382,Ожидал лучшего,2,2,4.0,2,0,4.0,2,3
15009181010191822435,15790663614086797247,12206308546534800742,"Качество, конечно, хорошее, но то, что привезут обе кофты, исписанные ручкой, это неприятно.  Заказали две одинаковые разного размера, чтобы выбрать более подходящий. В итоге на обеих следы от ручки. Это вы так на производстве делаете или это прикол какой?",2,2,3.5,48,17,4.416666666666667,1,5
12372811369247717590,3957529979494118644,242569820393021261,На вид качественный.Но немного бы поострей.Но это не трагедия.Благодарю!!!,298,259,4.882550335570469,61,11,4.327868852459017,316,421
4267275127209292690,8257348520563713998,1389057832302693481,"Очень классная лампа.Не ожидала,что такая хорошая упаковка,есть сумочка чтобы переносить кольцо.Довольна товаром",6,6,4.833333333333333,135,106,4.911111111111111,50,87
1176266208436637394,6387849987974367806,13691614630361060085,"Отличная футболка, к телу приятно, и не длинная",71,69,4.971830985915493,15,1,4.733333333333333,123,251
8529715643943330946,1274686401794302581,18323622516355029187,"Уксус «моя боль». Уже по третьему кругу пытаюсь получить товар и он постоянно разбит или разлит.  И как мне сказали в пункте выдачи это вопрос к продавцу который не может упаковать свой товар надежно…. Спасибо уксус наверное очень вкусный, но видимо я его не удостоюсь попробовать😂",4,4,4.0,838,119,4.813842482100239,38,80
6011623963452468168,17298981943829782983,7714641755216955409,Хорошие галоши. Размер соответствует валенки 27 галоши 250 . Не скользят.,6,6,4.333333333333333,113,29,4.654867256637168,32,49
7706394506906554401,16188329560093262765,9025996805315660257,Очень крепкий и практичный,11,11,5.0,418,80,4.648325358851674,90,139
12495355818783398625,4008571092737246998,16692789680789055408,Пришла другая дешёвая тушь,1,1,1.0,462,230,1.352813852813853,1,3
3779883005800918312,2648378441327724332,8072457818298078384,Подтяжки замечательные,63,61,4.968253968253968,77,12,4.2727272727272725,118,179
14731572917270320402,17948753558116765421,7381042212423499088,Всё хорошо работает. Пользоваться одно удовольствие. Спасибо.,1,1,5.0,200,3,4.92,2,2
4179416154064650216,11367238293731810893,13969196410458332765,"Камни красивые, цвет темно-зеленый, переливаются, но к такому тонкому браслету замочек можно было бы помельче сделать и не качественно заправлены края тросика исцарапали руку. Хотела заказать такой же чокер у вас, теперь сомневаюсь!",17,17,4.529411764705882,12,5,4.833333333333333,48,83
9655510227453996230,14012558264494966492,2950906921435900001,"Коврик, на первое ощущение, то что надо. Исполнен грамотно и разумно. Задняя сторона коврика липкая, но не клейкая. Похоже, что есть возможность несколько раз снять. Сам крепёж под смартфон на клейкой основе и вклеивается непосредственно в коврик. Имеет вращение на 360° и после вклейки. Очень удобно. При горизонтальном расположении смартфона последний держится хорошо. При вертикальном расположении смартфона пока не понятно, т.к. коврик на панель авто ещё не крепил ( на улице морозно, ждём потепления). Коврик имеет белую окантовку, которая светится в темноте. Приятная особенность. В комплекте два ароматизатора, которые размещаются в углублении коврика и закрывается декоративной накладкой. Отличная идея. Имеется набор цифр, так называемая автовизитка. К покупке однозначно рекомендую. Отличный товар. Закажу себе ещё пару ковриков, на подарок.",57,38,4.701754385964913,98,43,4.73469387755102,62,74
10616605083504676237,11597209733818216659,11251910953311498318,Отличный краситель! Растворился быстро и равномерно. Спасибо за качественный продукт.,34,30,4.852941176470588,9,6,4.666666666666667,36,106
17031752710238655140,4162544070672519851,6478498974322018466,Все соответствует описанию,11,11,4.909090909090909,16,3,5.0,31,36
9736049498623641872,7648203989893661732,967376997123057232,"Хорошие варежки, тёплые. Соответствуют описанию. Размер соответствует",19,18,5.0,25,2,4.28,42,98
3601055740715953021,2018354599633995723,4682675288653932955,"супер прям, то что я хотела",20,20,4.85,419,77,4.701670644391408,32,36
5702294911477285175,6960416626505468944,18003133089489520237,"Заказывала первый раз, тк привлекла цена и дозировка.  Запечатано  было хорошо, буду пробовать!",8,8,4.75,70,29,4.871428571428571,27,28
6558929051891668932,16735114340995431908,4757405188678784880,"Долго шли,пришли гофре",71,70,4.450704225352113,190,60,4.036842105263158,173,336
10451371394900058742,11811178028809357539,17076570520406034653,Спасибо продавцу за такой чудесный товар. И цена приятная. Рекомендую,205,10,4.824390243902439,4,0,5.0,238,354
9048778919221391497,7414544025088104063,10561086888845513007,"Понравился, и приятно пахнет. Хорошо упакован",3,3,5.0,45,18,4.555555555555555,11,12
8508713671234809060,11927232478485458584,13691614630361060085,"Норм, хорошая футболка👌👌👌",125,119,4.888,847,97,4.636363636363637,131,181
12521903699347769020,15350213961566804172,8463984859306483856,"Пришла игра с большой и глубокой царапиной посредине поля. Мало того ещё и заказывал 24 декабря, а 8 января мне сообщили, что доставить не возможно и отменили мой заказ. Пришлось перезаказывать вновь. В итоге ждал 19 дней.... А это был подарок на новый год ребёнку. И сейчас отказ за такой явный брак.",1,1,1.0,15,3,4.733333333333333,3,6
13338931874673684454,192140412650931406,15775099220667094056,"Отличная блузка, плотная, размер подошёл.",1,1,5.0,780,221,4.705128205128205,2,2
6799116842520715030,9731473014183135787,3391280043295120889,Товар соответствует описанию,6,6,5.0,4,0,5.0,5,9
374307116552524993,12770366232865015449,315719441211056387,Бистро порвались на пальце.,4,4,2.25,10,1,4.7,3,6
3548725306204609416,7085517452224821381,11086519785440180638,Отличный товар,30,27,4.933333333333334,53,9,4.584905660377358,42,57
14957654697019841596,5008190028629477,14146204528586438587,"Товар очень качественный, рекомендую.",3,3,3.6666666666666665,1,0,5.0,9,17
17339009923019316480,7291062305871110342,3748779154380928495,Прикольно думал хуже будет,20,3,5.0,8,0,5.0,24,38
14693865721371395036,18020751544252992820,7715615707067664181,"Ботинки понравились. Качество на высоте, все сделано как надо. Швы ровные, ноге удобно. Я очень долго раньше искал обувь на свой размер ноги. Все супер",3,1,5.0,11,0,4.909090909090909,0,6
4274111810826991028,13852059234881869661,14512652610743812045,"Всё чудесно! Кисточки пришли чуть раньше, чем должны были; Они довольно мягкие и ими удобно растушевать сухие продукты (А так-же кремовые); Только когда я заказывала, я не сразу заметила, что в наборе нет кисточки для тона; Но это не проблемка! А так, кисточки прекрасные;(ㆁᴗㆁ✿)",3,3,4.666666666666667,402,225,4.885572139303482,32,52
6557546487201663311,7660057756353454554,16737168600834617193,"Все целое, ребёнку понравилось. Упакован хорошо",46,44,4.804347826086956,44,9,4.477272727272728,65,72
7671846563078581740,11504859732017077268,2508051668657560584,"Всё было упаковано, тени в целости и сохранности, ещё не красились)",6,6,4.666666666666667,6201,2434,4.745686179648444,76,103
3376213548090332486,7523917642866794292,6383409432829082693,Большемерит сильно поэтому возврат,98,93,4.86734693877551,7,0,4.428571428571429,96,113
1913789529521013520,2914316902837816939,8223254633971568382,Все огонь сел как родной,13,13,4.615384615384615,4,1,5.0,12,13
2200153448687144441,712807159080930781,6119319864063115119,"Всё отлично, благодарю!",52,47,4.980769230769231,116,25,4.7844827586206895,54,64
13624198736772298432,12553357854932012690,8223254633971568382,"Отличный матовый чехол, тактильно приятный",20,19,4.75,52,6,4.634615384615385,52,56
7333199097078726225,955682083143508114,13025278659433870883,"Прислали поцарапанную насадку , грязную, сраренную не аккуратно! Ещё 100 рублей за отказ списали 🤬 Не советую покупать!",5,4,4.2,16,1,4.25,10,13
12678339652640453046,4554987591942049117,1734491397953532197,Органайзер отличный ...покупкой довольна,14,14,4.428571428571429,58,18,5.0,32,41
14716098264240099701,497881974765361721,14512652610743812045,💣💯 отличные … Все супер 😊,11,11,4.2727272727272725,939,353,4.521831735889244,105,193
15291792293671894875,1052405008678105558,5973287941210242510,Отличный чехол!,2,2,5.0,140,84,4.0285714285714285,4,4
6447167517188181570,7978448844774263560,890575200763349340,"Абсолютно непонятный цвет, брала 050, грязно светло-коричневый, на губах видно плохо, липковатый. Насчёт тинтованности пока не поняла, есть или нет",100,80,4.6,12,3,3.083333333333333,79,155
18420903424963595415,1309285891969699749,8867550339093066334,"Пришел с браком, нет кнопки включения.Проверил в ПВЗ на глазах у сотрудников. Списали еще за возврат товара 200руб.",1,1,1.0,1122,385,4.462566844919786,5,8
8757445670745041421,3532649844039505800,11001013102453438482,Пистолет пришёл коробка была уже вскрыта магазин один и пакетик пулек больше ничего,1,1,3.0,7,0,3.2857142857142856,26,29
2630905010692543177,4403182217692179105,5244635574870148223,Товар пришел несоответствие описанию качество оставляет желать лучшее,2,1,1.0,15,2,4.533333333333333,0,3
10560978542250634159,16611790241594156585,13228956041550538082,ВАУ!!! очень понравились,46,44,4.478260869565218,14,4,4.714285714285714,122,145
3293981226142387721,7689148359188399306,16465897734611068333,"Прекрасное белье! Сочная расцветка, ровные аккуратные швы, гладкое, удобно упаковано. Подходит и  себе, и на подарок. Дополнительно купила 2 наволочки 50×70, т.к. у нас разные подушки. Также нареканий нет",25,16,4.8,37,18,4.945945945945946,57,111
17414363722404767096,16613816408644405252,16573173798776858338,"Платье плотное, качество хорошее, только швы кривоватые на разреще, не много не вело по фигуре, отказ , в целом хорошее платье",5,5,5.0,2688,1097,4.566592261904762,13,15
5861015696767814501,3109216944255490721,16971984002957170945,Супер!👍👍,2,2,5.0,632,30,4.9145569620253164,15,18
9199493569086483659,3248793273767749048,5646336594759990081,Отвратительно. Не подошло. ОТКАЗ - 100 руб. Ща что и почему? Такой маркет не нужен. Отстой.,1,1,1.0,16,1,4.3125,2,4
5467770266664497675,5489282714722252410,16351792195234876872,"Не заказывайте люди , фото вообще другой наушник а получишь совсем другой они просто обманывает и сами виноваты и за это 150р берет просто крик души",1,1,1.0,937,317,3.8975453575240127,13,24
9304640091539245576,11861851473614647249,2950906921435900001,"Отличный держатель, лёгок в установке",17,15,4.705882352941177,411,59,4.871046228710462,35,69
17525908350304517648,5866089233622927213,16573173798776858338,"Платье отличное. Но были оторваны петли, поэтому отказ.",9,8,5.0,160,41,4.65,19,38
3362726282732233071,12978130862734628194,13687450903942146633,"Хороший кофе, брала за 293",17,15,4.823529411764706,1439,136,4.217512161223072,37,82
7167447837438649061,4618241210816432618,1826871376191078080,Упаковка разорвана проверил рубанок работает,14,11,4.928571428571429,2,0,3.0,15,18
16474932256360446091,305024864908772719,9560665465958666595,"Особого эффекта я не заметила. Запах как по мне не очень приятный, странный какой-то. По поводу размера думала будет побольше баночка. За подарок спасибо, правда не понятно что за он и для чего😅",40,32,4.225,13236,3875,4.685932305832578,24,26
17268275303819469815,10025825863175564122,16351792195234876872,"Работают вроде как, но доставка оставляет желать лучшего. Как-будто не везли, а пинали до нас, сами они царапнуты. Поставщик мог бы и понадежнее упаковать  их. Посмотрим на сколько хватит",29,25,4.758620689655173,695,253,4.299280575539568,64,104
7650529666036865031,4247371760452364696,16351792195234876872,"Наушники классные, брал сыну в подарок, он очень доволен, работают отлично. Пришли в пункт выдачи вовремя, в целостности и сохранности. Спасибо!",23,23,5.0,149,16,4.328859060402684,24,26
8293324918113681278,2650976136118518223,8223254633971568382,Отличный чехол,5,5,5.0,18,7,4.555555555555555,11,12
13827142722681154761,9473354018993716248,9486012649228196529,"Свитер очень красивый, яркий, приятный к телу. Спасибо за быструю доставку 👍",8,8,4.875,44,4,4.113636363636363,32,43
12256975891779017563,7825633963170945607,8693439113398709708,"Очень понравился, рекомендую",25,24,4.64,2311,404,4.448723496321938,52,80
3792968820144658521,1601278068521468074,12399837397396352738,"Товар не соответствовал заявленным критериям, он был подменен на более дешёвую насадку мясорубку.",2,2,3.0,7,1,3.7142857142857135,5,6
7216361416030753987,5908623371766410746,3615071554302735217,"Очень крутая приставка,доставка быстрая,спасибо))",9,9,5.0,130,23,3.992307692307692,10,16
11305244477284442913,13785307502745593813,75505668647254912,Пришёл не рабочий отказ.,1,1,1.0,104,27,3.673076923076923,43,54
17314750077320824908,3324016259506632950,16435932279958888502,"Ниточки нежные, мягкие, цвет соответствует описанию.",45,39,4.111111111111111,4,2,5.0,285,651
296945672699593231,1652738139412943506,15926100809697546575,Сгорела на 3 день. Включали только вечером. Очень обидно(,12,12,4.75,2231,1304,4.680860600627521,57,96
5714781769787089978,17312677487485542503,4418384912070712745,"Брала корректор мужу. Подошел на размер 54-56. Спина ровная с ним, при затягивании лямки не вонзаются в кожу, достаточно удобный корректор",2,2,5.0,1493,992,4.470194239785666,0,2
11068384385695306012,7175430859149984463,9216117431501580578,"То, что курс обучения авторский под большим вопросом. Эту методику преподают в колледжах и пединститутах с незапамятных времен. Половина книги - методичка для родителей, иллюстративного материала можно было и побольше и покрупнее напечатать.",9,8,4.555555555555555,57,4,4.859649122807017,12,15
11380565714092830390,11629638145788032237,9276397251840000441,Небольшой БРАК.,1,1,1.0,344,81,4.662790697674419,4,8
17730462703015175961,7681735363915983603,17158970054014620221,Классное средство для волос,3,3,5.0,10384,996,4.8211671802773495,13,16
7005696892048356442,11080474859526386227,11254321900491743415,"Повязка мала,еле налезает на голову уточки, платье норм",12,12,5.0,8,4,4.0,46,69
15036854704185346845,8733171666288643393,15679765628364819027,Точит отлично. Плоскости идеальные.,5,5,3.8,43,10,4.8604651162790695,45,56
2126747321670771016,3903952290222123479,9120256721394628755,"Приклеили, держится надежно!",65,62,4.092307692307692,871,162,4.850746268656716,243,472
2568221043637424909,14474914912561214659,3489448021183191723,Классный!,24,24,5.0,33,13,4.909090909090909,60,80
11006742996378881388,13461038316570832459,8223254633971568382,"Нужен был 8+, прислали 8 обычный",1,1,1.0,184,88,2.9347826086956523,0,1
1361099213443032989,15132083977255141179,17103274175787935948,"Хорошие , достаточно толстенькие но мне такие нравятся",5,5,3.6,713,122,4.316970546984572,17,33
6768091582912600710,1118330217235268811,17004050574410851211,"идеальный набор, пришёл целый, зеркало не разбито, доставка быстрая, положили ушки в подарок, брали на подарок, ребёнок счастлив, спасибо!!!!!",7,7,4.428571428571429,650,230,4.309230769230769,13,14
1297318055606578795,6881306863269148607,5466934251869292037,"Станки очень понравились. Рекомендкю. Брала как альтернативу сменным кассетам Жилет Венус. Одного станка хватает на несколько раз, брить очень удобно, лезвия острые, но безопасные, есть покрытие на кассете для лучшего скольжения. По цене получается выгоднее, чем оригинальные кассеты к многоразовому станку.",4,4,4.25,545,21,4.825688073394495,37,70
11161934206390851432,11897352226433320489,12343991330408251332,Жижа классная но ощущается только мята,1,1,5.0,1,0,5.0,9,15
2335766193854350854,14725732359376905995,5129643008334126172,Отличная игрушка !,4,3,5.0,39,7,4.846153846153846,7,8
14777657836099820532,12926506118895196009,3513580215046620544,Чебурашка не поет,39,33,3.076923076923077,123,28,3.991869918699187,280,791
9808441864289838574,11674985665662646864,14429975858162524498,Неделю проработал. Не рекомендую.,19,19,4.473684210526316,272,95,4.264705882352941,54,61
2473156681076650144,8509329178435273318,7510725262251807609,Отказ пришли лампы одна сломана,21,18,4.809523809523809,95,36,3.526315789473684,22,24
711855301904999114,7894941678098608565,13057272459692676590,Стойкость никакая увы.,9,9,4.555555555555555,2429,724,4.453684643886373,68,94
5496617986106296664,15611089640166830708,2050152576011419926,Хорошие очень понравились,13,13,4.153846153846154,320,109,4.75,66,94
10887431446147289056,11108649640922322672,3497213468302892521,Хорошие патчи. Отдельное спасибо сборщику Владиславу за подарок - крем для рук!,46,44,4.630434782608695,309,70,4.86084142394822,95,210
3864977388384938806,13211169219165217829,12155125135782450682,"Заказывал штаны 34 размера и 33, 33 пришли, оказалось малы, беру 34, вместо штанов в упаковке - платье🙂 Заказывал за 2200, теперь из-за ошибки продавца уже дороже придётся брать P. S. Штаны хорошие",1,1,1.0,308,72,4.762987012987013,2,5
14882291011499242008,17616727657704586578,7717033396874352091,"Лонгслив очень мягкий , супер. Только размер не подошёл",20,20,4.65,39,15,4.6923076923076925,41,61
4414710849168971209,16992733886894172372,12091097042869586474,Пришёл немного разлитый,37,33,4.675675675675675,66,4,4.515151515151516,84,94
15975643012946200226,1218898391986091074,229882124725350049,"Блок класс, рабочий с подсведкой и на много гаджытов, фоткнул ночью возможно индикатор подсветки не аидег.Рекомендую!",21,19,4.809523809523809,311,38,4.520900321543408,28,50
798787662912001297,2997951971212243518,13363848752891769949,Увета блекловаты,15,15,4.4,4234,438,4.670524326877657,55,92
14528960370191947361,12053749469243149078,9185578329396107452,Заказывал 2 раза пришëл не тот товар и по качеству та очень плохая,1,1,1.0,133,8,4.7669172932330826,1,3
7441200559372804766,4121724147760454278,17753771364064931647,"Половина вытекла,это как понимать???",7,7,3.571428571428572,686,48,4.816326530612245,37,59
959626408975663703,11235692109567412771,7381042212423499088,"Брала 2 штуки. Один на подарок, второй себе. Коробка пришла целая, что очень порадовало, продавец быстро отправил товар. Сушит слабо, но высушить можно, локоны не крутит, насадки слабые и тяжело вставлять. Это просто игрушка чтобы побаловаться и порадоваться что у тебя красивый розовый фен. За 1000 рублей это дорого, там есть и по 850 рублей он же, такая же коробка. На пункте обязательно вскрывайте и проверяйте в розетке его!!!!!",4,4,2.0,516,348,3.75968992248062,41,62
13049334222949347093,16604050679120903149,8160404367092487937,"Очень симпатичные и красивые кроссовки, но к сожалению, пришлось вернуть, оказались малы. Маломерки!",13,13,4.461538461538462,824,232,4.139563106796117,86,118
10137613026218018181,7671514424494227596,16573173798776858338,Платье классное,4,3,5.0,1,0,5.0,4,36
10059906970627994320,14061515302321090064,9558658696243610581,"Упаковка не нарушена в целости 2 пачки по 1г, в одной пачке насчитала 312 семян 😊",3,3,5.0,5,2,4.2,31,47
228753626125555153,5558253364365694487,11129859721401673064,Бутылочка то хорошая  А вот в каком виде пришла-обидно конечно,7,7,3.7142857142857135,23,9,4.391304347826087,139,154
18072931726020281167,11678487644011087879,3497213468302892521,Отличные патчи. Упаковка целая. Советую!!!,21,19,4.619047619047619,833,246,4.545018007202881,178,248
627247551065054285,10038118902369201899,16928965762432977712,"Шикарнейшее средство которым я пользовалась и буду пользоваться!  У меня никогда не было таких густых ресниц! Обязательно попробуете, и еще желательно пить в комплексе с омегой три, дает классный результат",9,7,5.0,1759,426,4.512791358726549,18,19
5204488404264369666,8516001665551282417,12354617275220021917,"Огромная кофта , обычно размеры 46-48.. 50-52..тут 52-54 и на кого она?Мне велика ношу 52 и чуть не утонула.Цвет не такой яркий .",9,8,4.777777777777778,128,38,4.5859375,8,13
589800627583619442,5510506854045490328,17753771364064931647,"Товар пришел в грязной упаковке, залепленной  скотчем. Кроме того сам тюбик крема был грязный. И за возврат такого товара  недадлежащего качества они берут ещё 100 рублей. Больше с этой компанией связываться не буду. Верните 100 рублей",1,1,1.0,3,8,3.333333333333333,1,2
16340475802761805144,2453847171155822364,12512324750829490594,"Лампа работает 2 месяца. Все хорошо. Птичкам очень понравилось, стали активнее. Наши любимчики просто ожили. Поведение изменилось, стали игривые. Мы так поняли, что стали лучше видеть так как проявился интерес к овощам и фруктам. Вкусовые рецепторы явно улучшились. Стали различать вкусы. И всё-таки лампа оказалась незаменимой вещью в ежедневном рационе наших птичек. Конечно, вначале мало надежд было, но как оказалось это очень необходимая вещь для жизнедеятельности попугаев. Очень рекомендую!",3,3,5.0,84,48,4.011904761904762,2,24
12505108994259141441,5140132069891418059,9317687229460025665,"Обувь пришла ношенные, грязная! Продавец прежде чем отправить, наверное, на себе примерил походил на улице по слякоти. Я разочарована, как можно такую обувь продавать, пишите уж что б/у обувь!  Возврат.",1,1,1.0,37,29,4.135135135135135,4,11
10905156318300014363,10725522810199658636,3083923084315912782,"Сделали, все вышло отлично",3,3,5.0,680,330,4.272058823529412,6,7
4658865067321471960,9534594305179680161,7503158271955513578,"Всё работает.Заряжаются хорошо, яркость хорошая, на установку требуется время. Музыку не слушала звонки не принимала ещё.",6,6,4.333333333333333,1275,382,4.213333333333333,11,20
3219492227731060618,10976748465624799747,16528312606017251196,Вкусное и качественное детское питание. Давно покупаю - всегда всё привозят вовремя и целым.,7,1,5.0,15,1,4.8,7,21
7894348311151841733,2451726743642323933,9687822773593912526,"Шикарно, то самое, ну вы понимаете о чем я. На ноге держатся хорошо, форму держат. Когда некий магазин ушел из страны, искала аналоги, эти наиболее похожи.",3,3,4.0,375,62,4.925333333333334,12,13
13987257390830058444,10249358027846061668,17159959730339462342,"Два раза приходил не тот товар, что выписывали",1,1,1.0,92,42,3.1739130434782608,1,2
17469669387294918549,10377980701305273027,12804658456659196855,"Телефон классный, камера супер 👍👍👍",1,1,5.0,52,6,4.807692307692308,6,12
13309276461415996872,16802680501504345723,12341791355442600237,"Сережки крутые. Но очень тонкие, чуть сразу не сломала",3,3,4.666666666666667,375,201,4.189333333333333,37,42
12832011075233003170,10111714644563424827,13691614630361060085,Качество норм,1,1,4.0,107,48,4.831775700934579,12,15
4539876132946495869,17761104632839451155,15784563364140581349,"Соответствует описанию. На лето подойдёт. Немного просвечивает, тянутся.",107,97,4.009345794392523,575,75,4.765217391304348,148,185
12532095199575621676,8218857198096348085,229882124725350049,"Отличная зарядка, все работает, заряжает быстро, была упакована в зип и сверху пленочка, все новое, у меня Самсунг, его зарядку спокойно тянет.",5,5,5.0,855,228,4.355555555555555,29,54
10739407124126032077,4527299333261729882,12155125135782450682,"Джинсы супер👍 приятные к телу, животику комфортно, но размер оказался большеват. Буду заказывать на размер поменьше.",24,23,4.833333333333333,2006,756,4.6839481555334,28,35
7791811465725509679,8720854793319938310,8160404367092487937,"Не понятно как один и тот же найк у вас 10.5 при размере 44, а второй 11.5 при размере 43",2,1,2.0,4,0,4.5,0,4
11882194132230965287,2215571646748736744,11880169698835944517,Супер быстрое доставка большое спасибо с Новым Годом!!!,16,16,4.9375,2300,600,4.058260869565218,32,49
7626168887453797780,11469528501296004227,147319039488091070,"Чайник красивенький, аккуратныйю но очень маленький, не 500мл , а меньше! Но меня жто устраивает! Спасибо!",2,2,4.5,2,0,2.5,5,7
7241863755197683696,11974456121734597612,8780793641573689552,"Легкая в сборке, но я подкрепил клеем ПВА, синички оценили!",13,13,4.923076923076923,149,105,4.906040268456376,34,37
